ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
5120 N PULASKI,CHI004,12/14/2014,50,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
4123 N CENTRAL AVE,CHI049,12/14/2014,21,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
3535 E 95TH ST,CHI140,12/14/2014,1,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
5520 S WESTERN,CHI069,12/14/2014,28,,,,,
2721 W MONTROSE,CHI078,12/14/2014,7,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
2900 W OGDEN,CHI021,12/14/2014,116,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
4433 N WESTERN,CHI055,12/14/2014,29,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
2417 W 103RD ST,CHI165,12/14/2014,1,1161996.101263966,1836227.314129496,41.706267661,-87.682391472,"(41.70626766073214, -87.68239147238012)"
3047 W JACKSON BLVD,CHI122,12/14/2014,11,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
5330 S COTTAGE GROVE,CHI013,12/14/2014,53,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
3450 W 71ST,CHI015,12/14/2014,23,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
57 E 95TH,CHI035,12/14/2014,9,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
2705 W IRVING PARK,CHI079,12/14/2014,103,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
3100 W AUGUSTA,CHI011,12/14/2014,21,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
3542 E 95TH ST,CHI141,12/14/2014,12,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
5454 W IRVING PARK,CHI050,12/14/2014,56,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
4909 N CICERO AVE,CHI149,12/14/2014,176,1143500.84164955,1932251.246745402,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
2912 W ROOSEVELT,CHI020,12/14/2014,21,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
2513 W 55TH,CHI070,12/14/2014,20,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
536 E MORGAN DR,CHI029,12/14/2014,144,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
445 W 127TH,CHI045,12/14/2014,114,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
2432 N ASHLAND,CHI092,12/14/2014,11,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)"
6250 W FULLERTON,CHI040,12/14/2014,17,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
324 S KEDZIE AVE,CHI123,12/14/2014,13,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
8318 S ASHLAND AVE,CHI169,12/14/2014,21,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
1507 W 83rd ST,CHI170,12/14/2014,17,1167695.170326354,1849654.229221654,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
1334 W GARFIELD BLVD,CHI119,12/14/2014,219,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
5529 S WESTERN,CHI068,12/14/2014,28,,,,,
515 S CENTRAL AVE,CHI057,12/14/2014,1,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
3034 W FOSTER,CHI025,12/14/2014,46,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
4436 N WESTERN,CHI094,12/14/2014,30,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
3521 N WESTERN,CHI026,12/15/2014,32,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)"
3843 S WESTERN,CHI007,12/15/2014,35,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
4929 S PULASKI,CHI030,12/15/2014,19,1150573.998715103,1871490.401558551,41.803264895,-87.723303509,"(41.80326489471, -87.72330350914287)"
1315 W GARFIELD BLVD,CHI121,12/15/2014,37,1168444.530011629,1868118.434806125,41.793645091,-87.657860764,"(41.793645091444645, -87.6578607639445)"
19 W CHICAGO AVE,CHI133,12/15/2014,5,1176000.008484107,1905682.004927479,41.896556107,-87.629025904,"(41.89655610710888, -87.62902590382873)"
10318 S INDIANAPOLIS,CHI120,12/15/2014,65,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
3851 W 79th,CHI073,12/15/2014,10,1151859.077753413,1851860.018482846,41.749370908,-87.719104675,"(41.74937090787529, -87.71910467544157)"
3111 N ASHLAND AVE,CHI171,12/15/2014,15,1165145.222818929,1920790.84196687,41.938253306,-87.668463202,"(41.938253305553516, -87.66846320182256)"
2115 S WESTERN AVE,CHI134,12/15/2014,2,1160735.325566845,1889829.27935108,41.853384939,-87.685529682,"(41.85338493884992, -87.68552968203949)"
3646 W MADISON,CHI009,12/15/2014,35,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)"
1901 E 75TH ST,CHI138,12/15/2014,11,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
4831 W LAWRENCE AVE,CHI147,12/15/2014,44,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)"
4843 W FULLERTON,CHI044,12/15/2014,41,1143534.106042984,1915477.824504917,41.92410633,-87.748022664,"(41.92410632982652, -87.74802266359677)"
5885 N RIDGE AVE,CHI093,12/15/2014,12,1165004.033252215,1939248.352982784,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
3100 W AUGUSTA,CHI011,12/15/2014,13,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
2721 W MONTROSE,CHI078,12/15/2014,2,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
2080 W PERSHING,CHI005,12/15/2014,17,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
1229 N WESTERN AVE,CHI127,12/15/2014,57,1160222.668005384,1908226.0930037,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)"
4041 W CHICAGO AVE,CHI107,12/15/2014,17,1149134.784201944,1904992.924714128,41.89522799,-87.727715334,"(41.89522798956752, -87.72771533433409)"
7422 S JEFFERY,CHI101,12/15/2014,6,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
7518 S VINCENNES,CHI063,12/15/2014,20,1175649.435042562,1855003.191694386,41.75749704,-87.631833328,"(41.75749703994495, -87.63183332832696)"
2549 W ADDISON,CHI028,12/15/2014,67,1158541.126361602,1923785.134861283,41.946607822,-87.69265244,"(41.94660782159649, -87.69265243951607)"
5529 S WESTERN,CHI068,12/15/2014,9,,,,,
319 E ILLINOIS ST,CHI126,12/15/2014,2,1178652.115578328,1903646.37714393,41.890910096,-87.619347521,"(41.89091009572781, -87.61934752145963)"
2326 W CERMAK RD,CHI111,12/15/2014,1,1161063.270222802,1889382.999252403,41.852153505,-87.684338389,"(41.85215350507168, -87.68433838912533)"
2443 N ASHLAND,CHI091,12/15/2014,39,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
3116 N NARRAGANSETT AVE,CHI132,12/15/2014,6,1133159.075197319,1920109.559372899,41.93700435,-87.786036722,"(41.93700435024341, -87.78603672187927)"
8345 S ASHLAND AVE,CHI168,12/15/2014,16,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)"
1117 S PULASKI RD,CHI162,12/15/2014,24,1149923.14048066,1894858.183193096,41.867401835,-87.725083688,"(41.867401834997956, -87.72508368792016)"
5440 W GRAND,CHI043,12/15/2014,10,1139652.88459503,1913310.682326263,41.918231266,-87.762337058,"(41.91823126606235, -87.7623370579504)"
2912 W ROOSEVELT,CHI020,12/15/2014,20,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
2550 W 79TH,CHI067,12/15/2014,9,1160502.556225173,1852230.031732533,41.750212593,-87.687421063,"(41.75021259302275, -87.6874210628529)"
2928 S HALSTED,CHI117,12/15/2014,1,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
6909 S KEDZIE,CHI014,12/15/2014,41,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)"
2109 E 87TH ST,CHI145,12/15/2014,19,1191794.819430013,1847666.166195028,41.736987091,-87.572901178,"(41.7369870911534, -87.57290117806258)"
5120 N PULASKI,CHI004,12/15/2014,37,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
115 N OGDEN,CHI077,12/15/2014,5,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
5739 N NORTHWEST HWY,CHI156,12/15/2014,21,1132581.461485981,1938004.278899987,41.986119389,-87.787740827,"(41.98611938850496, -87.7877408267013)"
3047 W JACKSON BLVD,CHI122,12/15/2014,14,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
3450 W 71ST,CHI015,12/15/2014,7,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
6510 W BRYN MAWR AVE,CHI158,12/15/2014,26,1131748.243094333,1936860.226367278,41.982994527,-87.790832088,"(41.98299452666102, -87.79083208818419)"
4433 N WESTERN,CHI055,12/15/2014,17,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
7833 S PULASKI,CHI071,12/15/2014,11,1151122.446651206,1852224.144052921,41.75038453,-87.721794539,"(41.75038452958284, -87.72179453872008)"
2329 W DIVISION ST,CHI129,12/15/2014,18,1160535.84687459,1907882.739658927,41.902929409,-87.68576188,"(41.90292940885378, -87.68576187971952)"
1142 W IRVING PARK,CHI095,12/15/2014,74,1167789.528738809,1926747.106564999,41.954540866,-87.658572521,"(41.95454086624301, -87.65857252142276)"
5520 S WESTERN,CHI069,12/15/2014,13,,,,,
5446 W FULLERTON,CHI042,12/15/2014,18,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)"
445 W 127TH,CHI045,12/15/2014,86,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
3130 N ASHLAND AVE,CHI172,12/15/2014,23,1165057.801533191,1920991.385440163,41.938805468,-87.668778779,"(41.93880546751142, -87.66877877931208)"
4446 N BROADWAY,CHI097,12/15/2014,1,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
536 E MORGAN DR,CHI029,12/15/2014,66,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
4909 N CICERO AVE,CHI149,12/15/2014,113,1143500.84164955,1932251.246745402,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
3034 W FOSTER,CHI025,12/15/2014,10,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
324 S KEDZIE AVE,CHI123,12/15/2014,3,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
7739 S WESTERN,CHI064,12/15/2014,17,,,,,
4040 W 55TH,CHI062,12/15/2014,2,1150194.312710597,1867856.573495409,41.793300512,-87.724790362,"(41.79330051203649, -87.72479036232271)"
3832 W 79TH,CHI074,12/15/2014,6,1151723.352626897,1851984.504633979,41.749715177,-87.719598779,"(41.749715176851936, -87.71959877920995)"
3655 W JACKSON,CHI008,12/15/2014,14,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
140 N ASHLAND,CHI076,12/15/2014,18,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
4965 S ARCHER,CHI032,12/15/2014,12,1150880.680088461,1871373.743751604,41.80293879,-87.722181792,"(41.802938790166, -87.72218179156356)"
5509 W FULLERTON,CHI041,12/15/2014,22,1139212.2827424,1915372.613784541,41.923897472,-87.763905578,"(41.92389747217995, -87.76390557836874)"
5030 S PULASKI,CHI031,12/15/2014,38,1150513.081876743,1870811.076557055,41.801401913,-87.723544598,"(41.80140191299459, -87.72354459803559)"
62 E 95TH,CHI036,12/15/2014,7,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
5420 S RACINE AVE,CHI118,12/15/2014,4,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
3230 N MILWAUKEE AVE,CHI087,12/15/2014,3,1149738.885755279,1921203.286051271,41.939699007,-87.725074339,"(41.93969900713657, -87.72507433916897)"
515 S CENTRAL AVE,CHI057,12/15/2014,3,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
2603 W 79TH,CHI066,12/15/2014,6,1160350.070879175,1852097.826068973,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)"
5816 W JACKSON,CHI058,12/15/2014,47,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
629 S STATE,CHI033,12/15/2014,19,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
1507 W 83rd ST,CHI170,12/15/2014,13,1167695.170326354,1849654.229221654,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
506 S CENTRAL AVE,CHI130,12/15/2014,1,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
732 N PULASKI RD,CHI109,12/15/2014,12,1149547.986237495,1904731.758563629,41.894503309,-87.726204522,"(41.89450330881178, -87.72620452246953)"
1334 W GARFIELD BLVD,CHI119,12/15/2014,141,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
3542 E 95TH ST,CHI141,12/15/2014,2,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
9618 S EWING AVE,CHI142,12/15/2014,20,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
3535 E 95TH ST,CHI140,12/15/2014,1,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
3534 N WESTERN,CHI027,12/15/2014,36,1159704.098937127,1923558.718079439,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)"
6247 W FULLERTON,CHI039,12/15/2014,24,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
3137 W PETERSON,CHI024,12/15/2014,40,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
5428 S PULASKI,CHI060,12/15/2014,7,1150589.458033809,1868170.607441069,41.794154584,-87.723333213,"(41.7941545839503, -87.72333321258739)"
2712 W IRVING PARK,CHI080,12/15/2014,18,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
630 S STATE,CHI034,12/15/2014,6,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)"
4707 W PETERSON AVE,CHI115,12/15/2014,27,1143859.071304929,1939422.942112187,41.989807669,-87.746225804,"(41.98980766908236, -87.74622580384673)"
4436 N WESTERN,CHI094,12/15/2014,9,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
5471 W HIGGINS,CHI102,12/15/2014,56,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
7738 S WESTERN,CHI065,12/15/2014,12,,,,,
5025 S WESTERN AVE,CHI100,12/15/2014,48,1161264.059630805,1871171.183488361,41.80217403,-87.684106558,"(41.802174029934044, -87.68410655772436)"
5433 S PULASKI,CHI059,12/15/2014,6,1150670.689050764,1868131.267079955,41.794045046,-87.723036363,"(41.79404504596532, -87.72303636259336)"
1226 N WESTERN AVE,CHI128,12/15/2014,16,1160143.276466612,1908203.273733476,41.903817103,-87.687194998,"(41.90381710275111, -87.6871949977686)"
6250 W FULLERTON,CHI040,12/15/2014,8,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
450 N COLUMBUS DR,CHI125,12/15/2014,18,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
18 W SUPERIOR ST,CHI131,12/15/2014,1,1176029.7496841,1905399.061162175,41.895779025,-87.628925203,"(41.89577902516787, -87.62892520294106)"
6514 W BELMONT AVE,CHI106,12/15/2014,1,1132317.345183897,1920604.474994752,41.938377159,-87.789118713,"(41.93837715933998, -87.78911871294291)"
2440 W 51ST ST,CHI099,12/15/2014,1,1160778.794818196,1870825.599642465,41.801235748,-87.685895779,"(41.80123574797641, -87.68589577919322)"
5330 S COTTAGE GROVE,CHI013,12/15/2014,29,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
2108 S WESTERN AVE,CHI135,12/15/2014,7,1160653.576373094,1889897.05800109,41.853572622,-87.685827855,"(41.853572622430164, -87.6858278546488)"
6443 W BELMONT AVE,CHI105,12/15/2014,3,1132715.909031448,1920535.619102073,41.938181259,-87.787655485,"(41.938181258548575, -87.78765548502582)"
7826 S PULASKI,CHI072,12/15/2014,2,1151040.67965499,1852282.476313374,41.750546198,-87.722092656,"(41.75054619772355, -87.72209265589272)"
4042 W ROOSEVELT RD,CHI160,12/15/2014,17,1149437.132077646,1894437.686517121,41.866257378,-87.72687882,"(41.866257378192785, -87.72687882014701)"
6330 S MARTIN LUTHER KING,CHI148,12/15/2014,18,1179971.443247905,1862983.346065067,41.779297609,-87.615749875,"(41.77929760923632, -87.61574987538572)"
5454 W IRVING PARK,CHI050,12/15/2014,28,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
2513 W 55TH,CHI070,12/15/2014,21,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
3843 W 111TH,CHI048,12/15/2014,17,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)"
4432 N LINCOLN,CHI056,12/15/2014,3,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
6125 N CICERO AVE,CHI114,12/15/2014,31,1143321.446253045,1940251.313896504,41.992090875,-87.74818249,"(41.99209087530193, -87.74818249018868)"
3810 W BELMONT AVE,CHI089,12/15/2014,1,1150363.864127394,1921047.10093015,41.939258231,-87.722781428,"(41.93925823071868, -87.72278142793657)"
2432 N ASHLAND,CHI092,12/15/2014,8,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)"
11144 S VINCENNES,CHI023,12/15/2014,7,1166993.61310625,1830711.216507448,41.691025456,-87.66424769,"(41.69102545584918, -87.6642476900556)"
2445 W 51ST ST,CHI098,12/15/2014,2,1160731.738553666,1870744.029128142,41.801012881,-87.686070605,"(41.801012880525555, -87.68607060493738)"
449 N COLUMBUS DR,CHI124,12/15/2014,8,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
3809 W BELMONT AVE,CHI088,12/15/2014,7,1150401.300499035,1920967.933084685,41.939040256,-87.722645911,"(41.939040255975605, -87.72264591078833)"
11153 S VINCENNES,CHI022,12/15/2014,9,1167028.75294598,1830593.601477066,41.690701951,-87.664122385,"(41.690701951255015, -87.66412238501842)"
346 W 76th ST,CHI136,12/15/2014,4,1175111.640548294,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)"
2705 W IRVING PARK,CHI079,12/15/2014,61,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
4674 W PETERSON AVE,CHI116,12/15/2014,17,1144100.840412846,1939510.241737531,41.990042674,-87.745334319,"(41.99004267366519, -87.7453343185986)"
2900 W OGDEN,CHI021,12/15/2014,99,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
1110 S PULASKI RD,CHI163,12/15/2014,21,1149841.165943524,1894930.809093216,41.867602722,-87.725382743,"(41.86760272243294, -87.7253827433152)"
1111 N HUMBOLDT,CHI010,12/15/2014,48,,,,,
1638 N ASHLAND AVE,CHI113,12/15/2014,8,1165381.327302703,1911149.564060055,41.911792045,-87.667870459,"(41.91179204452259, -87.66787045896686)"
4045 W 55TH,CHI061,12/15/2014,3,1150149.535097381,1867775.778433654,41.793079668,-87.724956656,"(41.79307966774864, -87.72495665631904)"
14 W CHICAGO AVE,CHI139,12/15/2014,7,1176065.949659871,1905763.820506745,41.896779127,-87.628781249,"(41.89677912747405, -87.6287812485988)"
4123 N CENTRAL AVE,CHI049,12/15/2014,11,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
4040 W CHICAGO AVE,CHI108,12/15/2014,43,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)"
6523 N WESTERN,CHI051,12/15/2014,28,1159169.452277881,1943341.864659956,42.000259511,-87.689802909,"(42.00025951144952, -87.68980290863908)"
341 W 76th ST,CHI137,12/15/2014,3,1175175.124032429,1854511.45995174,41.756158269,-87.633586263,"(41.756158269344546, -87.6335862634599)"
2416 W 103RD ST,CHI154,12/15/2014,4,1161995.609362911,1836307.312617193,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)"
6226 W IRVING PARK RD,CHI083,12/15/2014,53,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
6818 S KEDZIE,CHI018,12/15/2014,29,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
1635 N ASHLAND AVE,CHI112,12/15/2014,23,1165462.481130188,1911110.82578422,41.911684016,-87.66757343,"(41.91168401599584, -87.66757342998466)"
2448 N CLYBOURN AVE,CHI090,12/15/2014,12,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)"
8318 S ASHLAND AVE,CHI169,12/15/2014,10,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
5432 W LAWRENCE,CHI103,12/15/2014,1,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
215 E 63RD ST,CHI146,12/15/2014,49,1178876.815966598,1863250.968100909,41.780056987,-87.61975472,"(41.78005698693417, -87.6197547203603)"
141 N ASHLAND,CHI075,12/15/2014,2,1165763.976938881,1901213.056860738,41.884517408,-87.666748347,"(41.88451740794813, -87.66674834697315)"
57 E 95TH,CHI035,12/15/2014,3,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
4124 W FOSTER AVE,CHI003,12/15/2014,67,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
1440 W CERMAK RD,CHI143,12/15/2014,62,1166927.452224739,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)"
2917 W ROOSEVELT,CHI019,12/15/2014,41,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
2115 S WESTERN AVE,CHI134,12/16/2014,4,1160735.325566845,1889829.27935108,41.853384939,-87.685529682,"(41.85338493884992, -87.68552968203949)"
1315 W GARFIELD BLVD,CHI121,12/16/2014,40,1168444.530011629,1868118.434806125,41.793645091,-87.657860764,"(41.793645091444645, -87.6578607639445)"
3521 N WESTERN,CHI026,12/16/2014,34,1159788.440574137,1923417.775809662,41.945574091,-87.688077853,"(41.945574090874274, -87.68807785258112)"
4843 W FULLERTON,CHI044,12/16/2014,37,1143534.106042984,1915477.824504917,41.92410633,-87.748022664,"(41.92410632982652, -87.74802266359677)"
4831 W LAWRENCE AVE,CHI147,12/16/2014,55,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)"
3843 S WESTERN,CHI007,12/16/2014,49,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
1901 E 75TH ST,CHI138,12/16/2014,9,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
3646 W MADISON,CHI009,12/16/2014,34,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)"
3111 N ASHLAND AVE,CHI171,12/16/2014,10,1165145.222818929,1920790.84196687,41.938253306,-87.668463202,"(41.938253305553516, -87.66846320182256)"
5885 N RIDGE AVE,CHI093,12/16/2014,14,1165004.033252215,1939248.352982784,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
10318 S INDIANAPOLIS,CHI120,12/16/2014,75,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
3851 W 79th,CHI073,12/16/2014,15,1151859.077753413,1851860.018482846,41.749370908,-87.719104675,"(41.74937090787529, -87.71910467544157)"
4929 S PULASKI,CHI030,12/16/2014,26,1150573.998715103,1871490.401558551,41.803264895,-87.723303509,"(41.80326489471, -87.72330350914287)"
7738 S WESTERN,CHI065,12/16/2014,21,,,,,
62 E 95TH,CHI036,12/16/2014,8,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
2912 W ROOSEVELT,CHI020,12/16/2014,14,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
5446 W FULLERTON,CHI042,12/16/2014,6,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)"
3534 N WESTERN,CHI027,12/16/2014,27,1159704.098937127,1923558.718079439,41.945962587,-87.688383964,"(41.9459625867886, -87.68838396394528)"
5520 S WESTERN,CHI069,12/16/2014,8,,,,,
4040 W CHICAGO AVE,CHI108,12/16/2014,36,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)"
